Gene_ID	L15	S15	R15	L20	S20	R20	L25	S25	R25	L30	S30	R30	Bd	Flwr	YSe	MSe
g350	240	450	548	401	569	357	206	566	404	149	251	558	794	293	494	820
g351	204	535	652	391	656	442	192	698	488	162	362	668	726	230	488	687
g352	251	598	689	633	755	451	257	691	424	315	302	738	991	466	563	1132
g353	4	30	146	5	54	96	4	46	59	2	58	184	952	21	197	349
g354	0	9	8	4	7	13	2	8	6	0	1	8	61	2	14	17
g355	36	88	65	52	69	76	7	57	49	25	56	135	628	67	106	186
g356	807	2992	2553	2605	3240	1984	1187	2605	2077	1371	1732	3968	3107	311	2828	3400
g357	1293	4288	4820	2937	4388	3860	853	3984	3920	1009	2304	5245	2079	1504	1798	2981
g358	395	869	1126	1301	1234	540	766	991	576	919	459	940	1464	649	1082	2246
g359	135	6	1661	713	32	10	367	13	3	522	295	4	11746	2	4468	10192
g360	1407	3034	1719	2874	2966	737	1528	2863	641	1889	1883	1333	3227	130	1813	3782
g361	1715	4514	4496	3568	4635	2516	2054	5356	2524	1779	1908	3694	7558	904	4124	7597
g362	310	1131	1837	824	1656	1220	223	1317	1223	285	919	2242	760	129	743	1400
g363	57	221	197	82	156	70	37	163	101	9	16	43	609	205	224	327
g364	106	427	410	121	341	247	61	342	262	50	134	257	1124	601	354	694
g365	0	17	10	1	22	0	2	18	30	2	13	9	26	4	6	12
g366	39	204	278	89	250	162	32	238	203	53	90	230	550	205	203	391
g367	139	329	697	435	413	425	184	387	336	212	198	467	824	311	1145	1501
g368	0	0	0	0	0	0	1	0	20	0	0	0	2	0	0	0
g369	200	625	874	404	951	485	98	677	501	145	643	897	3008	40	1369	2182
g370	21	85	87	66	87	39	32	81	61	33	45	81	104	83	93	127
g371	374	837	1080	731	1132	799	358	1001	856	427	730	1421	726	615	711	850
g372	8	33	46	80	57	2	108	87	5	43	26	12	178	12	139	219
g373	104	3029	2178	147	3727	3371	172	4510	2067	135	1542	2000	2381	6	1755	2183
g374	7	0	5	18	7	0	4	2	0	6	1	2	349	4	35	71
g375	431	875	1552	1308	1531	755	606	1584	708	700	858	1201	1676	230	2240	4328
g376	931	2577	2889	1800	3282	2069	504	2981	2101	758	1380	3144	3724	143	1556	3253
g377	2	4	8	3	4	2	4	4	7	2	5	6	24	2	12	11
g378	350	1368	1618	879	1814	1083	408	1821	1191	388	724	1847	1921	458	1078	2143
g379	252	1895	2347	1010	1326	666	255	1490	1229	287	496	1212	541	286	772	934
g380	23	101	274	163	231	135	10	233	124	35	162	431	224	24	38	435
g381	107	324	398	258	438	191	72	397	236	98	186	278	1102	224	502	823
g382	234	662	1512	1000	1492	1170	513	1206	1254	646	1015	2717	997	480	1460	2384
g383	909	3167	2939	1273	2619	2411	423	2772	2297	499	1422	3085	1221	2689	1286	1532
g384	261	978	849	455	846	626	228	875	635	187	553	1128	757	876	563	793
g385	275	472	784	666	728	348	277	615	472	253	249	492	1426	367	633	1438
g386	106	281	279	216	354	144	107	339	202	48	46	121	483	58	203	334
g387	818	2070	2486	1547	2614	1670	780	2250	1709	930	1309	2973	2353	606	1476	2815
g388	35	364	135	44	357	48	23	191	63	21	70	86	128	48	139	157
g389	364	1508	1869	715	1689	1210	337	1522	1287	495	868	1639	2566	1926	1694	2537
g390	244	578	675	413	673	352	197	625	462	182	311	536	1352	1183	587	1006
g391	9504	10027	9466	24054	7537	2950	6567	7071	4995	9086	3891	9558	1321	777	2645	2179
g392	109	392	420	308	393	258	83	364	272	127	288	524	749	598	396	663
g393	0	0	6	0	0	0	0	0	2	2	0	3	2	0	4	6
g394	4	6	226	6	16	249	0	10	168	0	6	214	10	0	10	17
g395	1538	10439	1464	3446	21311	896	1522	24831	1859	2091	12605	4096	4535	11	2747	3250
g396	72	235	247	142	284	232	53	283	223	77	103	232	139	33	110	136
g397	222	858	901	329	746	657	108	800	1005	171	469	1080	586	1287	424	658
g398	737	1701	1694	1498	1657	1290	604	1481	1058	576	1082	2251	1221	2598	1010	1311
g399	134	73	30	366	68	11	151	83	11	78	9	8	59	0	54	70
g400	1205	532	202	3188	683	78	1336	783	78	1454	354	124	481	45	376	637
g401	1574	3145	8130	3786	4380	6046	755	3781	6104	814	1234	7946	5799	74	3795	7917
g402	0	0	0	0	0	0	0	0	0	0	1	2	2	0	2	0
g403	106	213	245	181	306	184	103	245	205	37	67	200	444	151	258	392
g404	1704	2253	1600	2846	2079	1002	962	1910	1064	1139	1037	1514	2826	344	1337	2456
g405	667	3082	5197	1381	4033	3648	355	3187	3879	426	1690	5575	4318	0	1914	3160
g406	175	527	707	449	680	582	328	600	572	301	432	979	602	585	491	713
g407	16	37	60	31	72	41	13	51	52	8	10	32	67	35	29	68
g408	835	1746	2903	1075	1377	1107	1126	2240	1705	1024	769	1351	4084	1670	1572	2623
g409	475	3226	3209	491	2226	2469	200	2047	2355	271	1090	3078	1304	482	879	1611
g410	508	379	254	2887	1609	117	2035	1048	277	1492	546	387	402	34	422	573
g411	37	127	212	43	163	155	22	140	163	23	54	218	470	26	161	308
g412	172	709	763	231	588	569	74	570	567	97	359	793	739	90	518	818
g413	152	515	571	491	613	354	137	540	358	158	270	657	858	119	737	1003
g414	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
g415	1125	650	506	3716	1015	200	1551	991	332	1284	554	522	991	41	871	1420
g416	1140	4196	4151	2199	4421	2880	845	4247	2835	812	1511	3440	4025	536	2464	3955
g417	255	559	617	501	704	524	229	615	463	238	304	741	733	367	497	903
g418	345	4086	5884	775	4467	4801	294	4540	4186	472	1959	5966	7828	354	3504	6251
g419	33	255	327	140	394	247	72	320	307	84	149	491	284	191	363	482
g420	140	659	625	284	957	452	146	994	466	108	174	459	1419	148	392	823
g421	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
g422	0	0	1	0	0	0	0	0	0	0	0	0	11	0	4	9
g423	1411	495	514	3586	713	285	2346	619	332	2248	360	703	876	158	707	1089
g424	84	345	396	188	462	270	84	462	281	118	275	626	423	85	327	461
g425	419	688	947	1104	855	632	600	791	705	612	544	1025	830	1646	868	1158
g426	2231	4906	4498	3457	4980	2280	2349	5229	2786	2233	2522	4196	3869	980	4546	7394
g427	27	1046	4686	34	1343	3856	16	678	7618	24	792	19167	1660	237	2017	3525
g428	225	665	881	483	1017	707	228	860	626	253	603	1104	1114	782	521	925
g429	202	1103	1382	423	1413	911	191	1243	1032	202	678	1591	1084	245	862	1349
g430	67	272	349	94	394	226	68	345	266	55	282	521	532	86	239	469
g431	996	2885	3083	2416	3385	2072	1173	3377	2230	1500	1993	3484	1599	628	2374	2633
g432	467	503	342	740	612	150	518	632	158	565	335	265	1250	758	630	1344
g433	2431	3582	2654	4563	3473	2008	1448	3206	2080	1597	1295	2520	1931	1875	1765	2550
g434	8	120	157	40	166	119	32	117	149	24	78	235	139	14	125	164
g435	27	30	57	70	67	42	68	68	53	67	36	37	121	84	101	102
g436	71	18	153	251	35	10	44	21	3	43	12	0	96	1	328	800
g437	940	2733	2859	1973	3515	1919	1056	3320	1999	948	1528	3172	3309	420	1801	3433
g438	355	643	660	711	752	534	327	672	551	297	367	800	634	546	638	800
g439	156	400	578	727	485	517	287	399	559	270	165	627	220	1	326	427
g440	75	170	194	79	147	73	40	116	87	52	68	174	295	76	140	238
g441	722	1585	3188	3953	1566	1299	815	869	985	739	520	1518	2343	172	1201	2350
g442	287	481	918	624	945	592	374	797	613	324	379	966	1406	616	767	1444
g443	18	20	114	62	14	77	31	14	59	28	18	115	52	6	59	73
g444	2285	10519	10863	4536	9901	8850	1226	9635	8819	1463	4786	11604	4979	2406	4416	6286
g445	0	15	29	4	15	14	4	25	23	4	8	33	2	0	4	4
g446	7284	313	317	13045	333	153	5656	254	162	2692	39	88	583	18	467	830
g447	31027	1106	1341	65738	1175	631	26725	817	558	29558	421	829	2255	108	1971	3692
g448	785	1956	2930	2069	2718	1991	1058	2722	2040	1077	1750	3385	4662	464	2589	4760
g449	7	44	279	18	45	0	13	7	1	12	12	0	86	2	300	1390
g450	228	533	807	568	883	543	261	683	633	290	414	945	888	309	695	1129
g451	71	228	246	180	239	121	71	232	135	26	16	91	404	112	199	369
g452	608	565	512	1795	1294	387	936	1168	530	756	684	660	781	49	369	682
g453	6132	2640	766	13124	3387	485	2926	2701	470	3147	1229	574	2053	290	1045	1952
g454	110	466	588	162	534	398	107	657	447	121	240	675	684	206	528	761
g455	10	53	67	19	78	34	11	86	46	7	24	74	64	3	91	71
g456	176	692	954	493	967	600	210	894	644	252	487	1191	957	250	814	1100
g457	29	262	315	24	209	161	15	217	166	25	151	244	393	23	290	937
g458	1439	2721	2789	3014	2950	1608	1508	2696	1591	1287	1204	1962	9425	1199	2759	6111
g459	0	6	4	0	2	0	0	0	2	0	0	2	0	0	6	2
g460	516	491	456	2192	768	255	928	665	326	861	493	558	1181	3	676	1091
g461	517	1550	2114	1610	2738	1424	563	2438	1440	777	1492	2613	1858	1335	1534	2950
g462	452	1731	1919	1181	3156	1082	554	2684	1462	694	2136	2477	3122	367	2496	4662
g463	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
g464	0	0	0	0	0	2	0	0	1	0	0	0	2	0	0	2
g465	91	330	326	198	377	230	54	358	196	83	115	285	397	48	211	273
g466	2875	13376	12273	2422	16183	7696	551	9372	7894	873	6889	9378	16531	36	7238	10679
g467	3854	5532	3596	11446	6583	2079	5854	5791	2085	6023	2294	2972	3368	1110	3566	6132
g468	12	57	51	24	76	37	8	81	31	8	31	48	157	22	50	83
g469	11090	743	272	36546	1446	38	11722	1216	10	12747	399	3	650	9	744	1323
g470	230	747	440	325	592	251	110	723	275	156	246	182	1362	59	528	810
g471	4793	1795	654	14014	2948	300	4791	2298	354	4962	1208	561	1297	104	1082	1770
g472	51	216	216	99	307	181	56	353	234	33	82	173	232	12	172	283
g473	339	1169	1411	634	1368	1019	244	1608	1270	306	485	1217	504	137	440	738
g474	247	295	420	529	379	231	235	329	222	200	181	291	817	210	446	915
g475	247	842	747	396	1132	512	167	862	504	105	185	421	1321	10	644	999
g476	134	669	697	305	946	527	104	748	470	144	579	1026	803	20	561	833
g477	78	416	518	119	472	334	64	417	370	42	130	362	596	94	364	560
g478	8	49	52	9	33	16	4	22	11	6	4	12	158	0	57	137
g479	4	25	7	4	23	6	0	26	4	0	0	11	75	15	20	82
g480	59	433	491	78	447	325	33	413	364	65	357	789	367	88	328	582
g481	11118	152064	181684	3188	61581	125542	1622	14662	122607	148	7758	98605	549	41	3008	3893
g482	976	15371	19473	2019	9418	15749	1443	4671	15356	558	3902	18597	391	185	2038	2044
g483	2793	7871	8520	4146	7049	4473	2403	8174	5069	2419	2858	5636	8525	1483	4220	6986
g484	1036	3350	3875	1744	2925	1968	1134	3673	2053	1037	1444	2598	4186	1742	1907	3298
g485	0	0	12	0	0	4	0	0	0	0	0	4	0	0	26	8
g486	164	287	680	364	437	430	173	524	374	182	349	710	2084	887	736	2042
g487	150	303	494	251	429	327	135	480	329	86	183	295	1739	155	543	1531
g488	3562	10229	8886	6444	9590	5886	2622	10208	6102	2198	4075	8203	8047	740	4676	7624
g489	0	0	4	0	0	8	0	2	3	0	4	2	1	0	85	13
g490	564	166	119	1075	80	83	653	118	91	824	39	157	10	18	103	196
g491	566	1894	1563	1518	2225	1245	618	2118	1152	604	947	1863	1629	366	1088	1512
g492	6	8	13	16	2	0	6	5	2	3	4	0	82	12	20	24
g493	2	4	0	0	0	0	0	0	13	2	2	5	3	2	6	3
g494	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4
g495	34	58	50	17	63	19	14	55	36	8	6	7	245	34	105	122
g496	127	451	605	215	543	287	145	507	328	293	559	899	1104	815	651	1241
g497	178	376	420	407	614	344	174	554	289	166	444	419	389	70	601	660
g498	0	0	2	0	0	0	0	0	1	0	1	1	0	0	4	6
g499	0	0	4	0	0	0	0	0	0	0	0	0	2	0	0	6
g500	181	34	77	559	30	2	81	37	0	77	27	0	260	2	615	585
g501	90	393	366	95	357	295	28	365	338	39	174	365	419	109	185	448
g502	848	3975	4102	1269	3894	3517	360	3848	3282	464	1789	3902	1030	676	1036	1387
g503	19	137	147	78	124	102	10	129	105	8	9	66	144	19	54	81
g504	210	177	136	643	374	84	192	299	113	93	170	188	177	26	172	265
g505	3981	9521	8308	22619	18928	4019	5582	9430	4230	5566	3251	4630	5070	88	4908	8036
g506	17	197	407	123	359	232	56	351	289	70	188	486	584	762	967	925
g507	306	923	1300	1282	1667	864	732	2007	875	666	1060	1456	1667	127	1564	2139
g508	68	90	62	128	78	30	30	65	43	50	52	40	176	45	57	104
g509	43	135	249	121	169	112	50	181	159	126	139	242	389	481	1059	523
g510	707	2162	2576	1426	2736	1439	707	2803	1708	511	741	1796	4512	658	1754	3479
g511	270	744	714	407	765	468	210	750	435	262	370	650	1213	82	649	1245
g512	873	2065	2019	2926	2997	1729	1209	2298	1730	1132	1075	2481	1513	1896	1561	2413
g513	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1
g514	270	1441	1214	536	1958	936	233	1925	929	201	534	1182	1506	307	686	1267
g515	98	330	312	121	308	203	63	297	239	74	168	397	220	196	205	285
g516	129	592	773	381	718	301	151	604	292	93	209	360	608	156	1066	1546
g517	3	47	89	1	40	30	0	18	62	0	11	79	2	0	77	268
g518	165	1511	1409	536	1885	951	111	1603	933	120	719	1415	947	37	495	746
g519	0	0	2	2	4	0	0	0	1	0	5	0	10	3	1	12
g520	2	2	4	2	4	6	0	2	3	2	0	38	6	0	2	2
g521	2	0	8	13	13	18	2	4	20	2	5	53	10	0	0	4
g522	221	160	129	518	194	88	284	157	69	267	83	61	285	210	248	380
g523	269	750	813	604	954	597	228	730	636	192	326	970	766	293	578	1085
g524	41	99	155	75	102	73	31	120	83	34	17	56	195	87	141	280
g525	162	520	678	362	617	426	165	485	423	339	685	1241	780	897	633	1140
g526	63	136	349	265	193	247	126	164	271	140	62	412	134	171	201	471
g527	243	683	993	574	985	560	315	981	617	276	399	967	1354	310	862	1498
g528	0	8	12	6	2	2	0	0	3	0	2	6	2	6	2	8
g529	21	17	7202	24	18	12	9	2	0	30	2	0	34	61	79895	43797
g530	132	288	225	247	310	135	99	309	170	52	99	195	706	125	352	485
g531	178	770	708	346	821	532	144	840	541	234	509	897	955	209	654	1063
g532	0	0	0	0	2	0	0	2	0	0	0	1	84	0	4	4
g533	47	298	420	49	412	231	61	845	409	90	247	399	160	2	135	155
g534	0	0	4	0	0	0	0	0	0	0	0	0	0	0	14	49
g535	3637	2956	1754	5149	2431	751	1843	2411	809	1945	1558	1107	4030	1109	1567	2819
g536	406	1939	2092	764	1942	1500	386	1802	1640	474	865	2073	1574	1553	1604	2296
g537	10	51	48	4	61	32	10	62	27	8	27	40	313	39	156	233
g538	2	2	3	0	0	1	0	0	1	0	0	0	2	3	0	2
g539	162	722	701	361	1057	327	83	1071	476	107	449	448	562	4	412	497
g540	275	4063	3526	493	5445	3480	176	5509	3769	264	2386	5550	4150	308	1143	1894
g541	606	0	38	3311	41	2	1861	20	0	1480	2	0	66	0	156	236
g542	39	0	0	216	2	0	121	0	4	177	0	0	3	0	8	5
g543	104	49	73	280	137	38	66	107	67	143	119	59	292	12	161	414
g544	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
g545	180	78	143	389	113	62	320	56	41	376	74	106	180	10	260	258
g546	0	2	2	0	0	2	0	0	0	0	4	0	1	0	0	2
g547	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
g548	15	2	12	19	7	0	8	2	18	12	1	0	78	2	4	47
g549	4	0	6	0	0	0	0	0	0	0	0	0	2	2	2	7
g550	0	0	0	0	2	0	1	0	9	0	0	0	2	4	0	4
g551	6	0	25	3	3	17	3	2	12	3	4	10	103	2	61	88
g552	0	8	65	5	17	67	0	15	49	2	3	58	19	0	36	6
g553	157	1512	2103	479	2835	1557	102	1695	1755	120	796	2509	1902	179	841	1383
g554	0	0	10	0	0	0	2	2	0	0	0	0	0	0	12	79
g555	0	26	19	14	16	2	2	9	14	6	6	30	8	2	14	18
g556	525	1698	1794	1310	2037	1267	367	1604	1106	451	764	1684	1620	569	1022	1542
g557	79	451	573	94	504	405	25	551	401	61	280	567	693	94	251	488
g558	560	1263	1519	1131	1480	978	579	1455	1023	732	724	1493	2225	467	1189	2546
g559	3	6	17	0	2	3	0	6	9	4	13	4	32	3	15	21
g560	904	2961	4552	2232	3978	3273	964	4029	3250	941	1587	3871	2174	335	2169	3480
g561	8	10	52	2	11	0	0	10	3	2	5	0	40	265	58	317
g562	1	0	8	0	0	2	0	0	0	0	0	0	65	0	2	39
g563	0	0	42	0	0	1	0	0	11	0	0	0	670	0	55	274
g564	1627	3835	3336	3938	4672	2416	1697	4750	2793	1878	1997	3328	1626	307	1677	2160
g565	0	0	4	0	0	1	0	0	1	0	0	0	81	0	10	36
g566	0	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0
g567	0	1	11	0	2	0	0	0	0	0	0	2	207	0	20	51
g568	0	0	10	0	2	0	0	2	4	0	0	7	106	0	16	54
g569	0	2	0	1	11	2	0	4	6	4	12	3	2	1	2	2
g570	845	1234	922	4098	1157	447	2347	865	542	2203	469	977	311	121	572	1033
g571	85	168	146	132	158	57	59	137	100	63	111	123	1705	44	182	443
g572	124	317	136	309	247	1	119	347	5	179	235	1	534	0	448	661
g573	2	2	0	0	0	0	0	0	4	0	0	0	4	0	2	6
g574	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
g575	122	139	126	232	158	45	104	187	64	152	147	99	1109	19	176	450
g576	6208	11366	4314	12740	11455	45	4768	13401	23	6169	6930	46	22420	29	17962	26302
g577	47	111	169	151	167	87	84	198	112	43	44	73	491	12	236	394
g578	6	51	53	48	71	36	31	62	46	42	49	84	82	4	74	140
g579	200	313	484	366	456	295	157	493	344	147	196	443	314	96	322	490
g580	0	0	0	0	0	2	0	0	0	0	0	4	0	0	2	0
g581	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g582	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
g583	0	2	361	3	2	246	0	0	115	2	0	58	2	0	2	3
g584	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1
g585	0	0	3	0	1	0	0	0	4	1	0	0	5	2	1	3
g586	573	1480	1536	878	1723	1023	270	1687	1260	235	304	855	998	106	716	1082
g587	1841	5266	5471	3189	5621	4165	1245	5687	4320	1436	3129	6805	2856	907	2461	3905
g588	262	1367	2223	670	1625	1835	326	1207	1885	248	700	2865	1844	1362	1475	2183
g589	3532	2050	902	8741	1944	140	5022	1950	197	4322	1066	326	2569	48	1882	3191
g590	239	685	682	339	515	334	150	480	119	139	267	582	2668	44	910	1644
g591	0	13	14	4	14	2	2	7	7	2	10	4	31	2	18	30
g592	101	584	601	299	453	244	154	456	69	162	216	403	566	2491	484	887
g593	0	0	3	0	2	18	0	0	46	0	6	32	11	0	6	6
g594	468	6827	3416	776	9428	2420	591	16728	589	676	5677	5066	5712	54	4491	4267
g595	105	66	59	377	98	26	168	104	2	151	29	30	130	22	101	152
g596	0	2	2	0	0	0	0	2	6	0	0	0	0	2	2	1
g597	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g598	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
g599	403	809	812	595	1093	403	221	1042	176	311	538	729	1582	857	1100	1419
g600	9	14	188	41	97	53	6	62	16	5	57	103	34	1	17	96
g601	159	380	762	612	754	477	252	826	110	208	146	556	453	11	467	667
g602	20	26	74	117	70	34	36	69	12	12	10	40	170	2	45	129
g603	132	233	476	534	622	275	190	451	99	190	506	1063	335	16	368	453
g604	0	0	2	0	4	0	0	0	1	0	0	2	0	0	2	8
g605	2	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
g606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g609	87	523	586	123	488	459	20	346	373	46	237	984	739	18	394	621
g610	0	2	4	8	3	1	0	2	9	2	2	10	2	0	1	7
g611	8	72	187	10	153	72	12	102	62	9	52	140	67	64	239	668
g612	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0
g613	2	0	2	2	0	0	12	2	0	4	0	0	8	2	0	6
g614	2	4	8	5	5	2	8	14	2	22	2	0	47	0	16	32
g615	21	94	57	28	65	40	11	88	10	4	5	37	114	34	37	91
g616	82	419	342	170	356	263	107	445	67	90	168	376	557	323	246	471
g617	25	49	78	51	111	50	23	92	28	29	75	147	77	3688	126	190
g618	156	311	354	250	444	234	98	423	292	66	128	348	770	84311	2949	630
g619	552	2	22	2840	6	14	619	2	4	900	6	4	71	2	67	65
g620	408	968	1152	839	1221	821	424	1074	756	510	577	1248	1584	629	829	1668
g621	184	375	451	344	523	270	144	407	273	74	41	171	707	153	358	637
g622	804	2928	2789	1608	2788	1885	579	2708	1937	785	1203	2420	2902	1228	1602	2793
g623	1569	6286	6515	2650	6800	3772	1073	6805	4430	990	2669	5728	7568	641	3883	7200
g624	2847	12091	13199	6050	14019	10771	2237	12922	9999	2760	6067	11860	7419	8204	7088	9151
g625	3295	13787	15081	7091	14507	11800	2305	13907	12587	2773	6120	12167	6474	2733	6373	9178
g626	1819	2700	1423	3613	2882	601	2164	3349	567	2719	2200	729	839	27	673	1670
g627	485	1116	1310	1253	1432	857	586	1295	1065	583	784	1837	1350	168	874	1525
g628	364	661	756	770	739	418	293	839	550	155	71	360	1428	83	603	1097
g629	45	111	89	27	76	34	23	79	59	19	23	67	99	50	52	91
g630	51	260	248	107	174	152	48	197	166	26	97	210	433	144	210	350
g631	63	272	397	105	296	215	44	221	206	94	209	359	946	80	306	636
g632	716	537	208	1028	643	96	369	634	122	311	202	150	434	101	278	500
g633	3004	9176	9162	6022	10598	5426	2522	9840	5408	2184	4298	8081	13252	707	7312	11626
g634	327	1348	1637	927	1626	1093	360	1691	1207	370	780	1778	1062	240	821	1284
g635	371	562	300	953	584	140	369	551	154	270	142	128	831	35	284	599
g636	5707	2013	480	12788	2613	119	5668	2854	127	7914	1268	172	2201	4	864	2221
g637	603	1681	1841	1299	1887	1414	503	1857	1557	704	1149	2234	949	864	1218	1424
g638	332	1036	1125	570	1332	797	243	1188	875	194	515	1260	1456	560	830	1440
g639	104	329	417	199	403	239	83	394	303	35	21	122	571	65	266	430
g640	624	2499	2879	1306	3318	2059	651	3011	2222	794	1905	3889	2556	1141	2611	3787
g641	185	525	345	212	548	231	93	570	244	151	323	376	700	103	264	633
g642	5600	9781	10373	17903	12068	7121	6667	9825	7263	5510	3879	9608	6845	1827	6106	9389
g643	161	382	470	356	468	270	188	440	304	161	134	408	930	915	484	838
g644	612	792	1745	2828	2055	306	1552	1292	318	1031	601	526	753	24	2456	4373
g645	0	0	2	2	0	0	0	0	12	0	0	0	4	0	0	6
g646	768	751	416	1756	787	286	643	807	276	698	341	414	512	106	344	636
g647	261	189	125	454	270	84	135	239	86	82	42	74	274	130	144	217
g648	453	638	1235	1235	868	574	630	906	386	672	527	464	2502	5912	1975	3450
g649	455	1148	1163	1240	1655	770	538	1610	1010	516	669	1328	788	137	671	1098
g650	0	0	260	1	0	14	0	2	13	0	0	17	1	0	226	1424
g651	1284	5748	5752	2062	6569	3721	765	6140	3842	768	2448	5510	5582	144	3458	5499
g652	259	20	13	476	8	2	199	14	1	178	10	1	54	0	16	66
g653	271	1636	2151	542	2374	1744	185	2065	1777	238	851	2477	1302	221	1280	1761
g654	678	2491	4258	1394	4304	4021	431	5292	3235	700	2251	4831	3199	234	1567	3025
g655	5	41	72	4	44	31	2	41	24	15	28	45	238	40	98	397
g656	4	31	61	4	50	40	2	53	47	0	35	41	143	20	48	187
g657	0	1	4	0	0	0	0	0	0	2	0	2	0	0	11	54
g658	208	497	581	412	625	336	202	595	413	144	198	443	842	528	418	782
g659	352	1018	944	714	1168	755	323	961	731	457	873	1477	822	760	680	1071
g660	332	251	229	589	369	27	319	305	22	341	178	39	719	160	430	761
g661	1154	7959	8085	1747	3375	4396	445	3538	4265	726	2036	7126	2096	3934	9355	19421
g662	2	0	26	0	0	6	0	0	12	0	24	19	88	0	88	93
g663	6	0	122	2	2	25	0	0	36	6	31	45	350	0	306	390
g664	68	422	293	48	343	120	34	480	148	20	143	155	339	2	160	300
g665	0	0	12	0	0	2	2	0	19	0	0	15	15	2	7	13
g666	210	676	643	446	841	531	189	895	581	139	479	923	664	187	490	646
g667	182	562	404	511	856	380	204	647	331	128	260	497	682	62	593	771
g668	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0
g669	792	2904	3566	1466	3463	2990	500	2972	3344	449	1170	3275	1194	2743	1366	1626
g670	144	557	577	291	674	317	134	606	464	62	102	378	653	57	383	626
g671	349	1343	1754	802	1768	1203	378	1663	1289	370	1130	2555	1210	174	1085	1751
g672	812	4380	5221	1737	5616	3153	781	4778	3374	768	1923	4666	4838	280	3373	6581
g673	359	337	217	516	355	144	239	312	163	76	34	106	375	57	260	361
g674	6	35	35	6	12	9	6	20	19	4	10	6	199	16	19	71
g675	548	714	532	994	713	349	560	714	367	514	377	584	641	203	492	817
g676	2	7	54	17	7	2	5	5	6	12	10	3	538	0	187	350
g677	228	1066	1314	621	1143	957	345	1132	1258	469	761	2558	815	19	706	1242
g678	554	454	579	1910	707	404	950	575	436	851	296	577	646	465	594	699
g679	106784	580	3259	285782	1148	496	151522	570	303	165568	132	552	8184	44	8991	14695
g680	5484	14516	7954	20128	11894	5689	11644	9614	5817	10462	4389	7172	1374	12	2491	2907
g681	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
g682	496	1525	1460	2249	1610	1118	1285	1137	1164	1069	445	1384	166	0	164	307
g683	417	354	338	1757	876	147	846	776	125	938	434	212	1659	88	702	1380
g684	174	405	365	397	502	310	159	546	328	126	155	399	205	71	192	303
g685	209	57	24	462	105	8	146	66	26	58	11	11	76	5	36	84
g686	1583	538	183	3871	734	100	1242	504	89	1314	296	163	437	86	318	547
g687	25	248	699	54	542	680	65	533	839	42	187	1027	104	14	216	590
g688	0	2	6	2	2	0	0	0	11	1	2	4	14	0	16	58
g689	73	105	382	216	185	202	93	274	267	87	235	409	601	494	457	558
